Name,Link,Wiki Summary
"Nadelman, Elie",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=2206,"Elie Nadelman (born Eliasz Nadelman; February 20, 1882 – December 28, 1946) was a Polish-American sculptor, draughtsman and collector of folk art."
"Naeke, Gustav Heinrich",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=23273,No Wikipedia Entry Available for this artist
"Nagare, Masayuki",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=2207,"Masayuki Nagare (流 政之, Nagare Masayuki, February 14, 1923 – July 7, 2018) was a modernist Japanese sculptor, nicknamed ""Samurai Artist"" for his commitment to traditional Japanese aesthetics.  He was born in 1923 in Nagasaki to Kojuro Nakagawa, the founder and president of Ritsumeikan University in Kyoto.  As a teenager, he received training in the martial arts of a samurai, particularly swordsmanship, and lived in several temples in Kyoto, where he observed the patterns of rocks, plants, and water created by traditional landscape artists.  In 1942, he enrolled at Ritsumeikan University, where he studied Shintoism and was apprenticed to a master swordsmith.  He left university in 1943 to join the Imperial Japanese Navy and did not return to complete his studies.  Nagare served as a Zero Fighter pilot in the Pacific War.  After the War, he traveled all over Honshu Island until the mid-1950s, witnessing the desolation of the ruined countryside, developing a thorough understanding of the Japanese landscape, and becoming interested in local crafts such as pottery.  His fascination with graveyard tombstones that had survived wartime bombing led to his longtime choice of stone as his preferred medium.Nagare's art is strongly influenced by Shintoism, Zen Buddhism, and traditional Japanese martial arts.  His principal stone-carving techniques include warehada (""cracked skin"" or ""broken texture""), in which the surface is left rough, with visible chisel marks, and shinogi awase (""ridges joined together""), which describes the meeting of two highly polished surfaces.  Some of his works exhibit the contrast between the two techniques.  His sculptures' clean lines often follow the subtle curvature of Japanese swords.Nagare's works include Cloud Fortress, which survived the 9/11 attacks at the World Trade Center (New York City) but was destroyed in the rescue and recovery efforts, Sakimori (Frontier Guardian) installed in the Honolulu Museum of Art, Hamaritsurin Garden in Seto Ohashi Commemorative Park (Kagawa Prefecture, Japan), Receiving (受 Ju) stored at the Museum of Modern Art in New York City,  and Transcendence (informally called The Banker's Heart by locals) installed in A.P. Giannini Plaza at 555 California Street (formerly the Bank of America building) in San Francisco, California. He died in July 2018 at the age of 95."
"Nagase, Yoshiro",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5068,No Wikipedia Entry Available for this artist
"Nagel, Hanna",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=35364,No Wikipedia Entry Available for this artist
"Nagler, Fred",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=33834,No Wikipedia Entry Available for this artist
"Nahl II, Johann August",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5615,No Wikipedia Entry Available for this artist
"Naigeon, Jean-Claude",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5069,No Wikipedia Entry Available for this artist
"Nakamizo, Fugi",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=33835,No Wikipedia Entry Available for this artist
"Nakao, Yoshitaka",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5070,No Wikipedia Entry Available for this artist
"Nakayama, Tadashi",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5071,No Wikipedia Entry Available for this artist
"Nakazato, Hitoshi",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=35383,No Wikipedia Entry Available for this artist
"Nakian, Reuben",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5072,"Reuben Nakian (August 10, 1897, College Point, New York – December 4, 1986, Stamford, Connecticut) was an American sculptor and teacher of Armenian extraction. His works' recurring themes are from Greek and Roman mythology. Noted works include Leda and the Swan, The Rape of Lucrece, Hecuba, and The Birth of Venus. He was also commissioned to create portraits of Roosevelt's cabinet in the 1930s."
"Naldini, Giovanni Battista",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=2658,No Wikipedia Entry Available for this artist
"Nam, Yoon Mi",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=27217,No Wikipedia Entry Available for this artist
"Nambata, Tatsuoki",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5073,No Wikipedia Entry Available for this artist
"Name, Billy",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=31191,"William George Linich (February 22, 1940 – July 18, 2016), known professionally as Billy Name, was an American photographer, filmmaker, and lighting designer. He was the archivist of The Factory from 1964 to 1970. His brief romance and subsequent friendship with Andy Warhol led to substantial collaboration on Warhol's work, including his films, paintings, and sculptures. Linich became Billy Name among the clique known as the Warhol Superstars. He was responsible for ""silverizing"" Warhol's New York studio, the Factory, where he lived until 1970. His photographs of the scene at the Factory and of Warhol himself are important documents of the pop art era.In 2001, the United States Postal Service used one of Billy Name's portraits of Warhol when it issued a commemorative stamp of the artist. Name also collaborated with Shepard Fairey with his photograph of Nico, singer with the Velvet Underground and part of  the social circle of Warhol's Factory. He photographed the covers for the Velvet Underground's White Light/White Heat and their eponymous third album as well as the photographs in the gatefold sleeve for The Velvet Underground and Nico (in collaboration with fellow Warhol associate Nat Finkelstein)."
"Namuth, Hans",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=31098,"Hans Namuth (March 17, 1915 – October 13, 1990) was a German-born photographer.  Namuth specialized in portraiture, photographing many artists, including abstract expressionist Jackson Pollock.  His photos of Pollock at work in his studio increased Pollock's fame and recognition and led to a greater understanding of his work and techniques.  Namuth used his outgoing personality and persistence to photograph many important artistic figures at work in their studios.
Namuth photographed many other painters such as Willem de Kooning, Robert Rauschenberg, and Mark Rothko and architects such as Frank Lloyd Wright, Philip Johnson, and Louis Kahn.  Namuth focused on his rapport with his subjects, getting many reclusive figures such as Clyfford Still to agree to be photographed.  Namuth's work not only captured his subjects in their studios with their works, but also captured the relationship between photographer and subject as well as the subjects' levels of self-consciousness.  Besides famous art figures, Namuth photographed the Mam people of Todos Santos, whose native lifestyles were being overrun by Western influences.  Namuth died in a Long Island car crash in 1990."
"Nanaka, Kenjiro",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=15464,No Wikipedia Entry Available for this artist
"Nanao, Kenjilo",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=5804,No Wikipedia Entry Available for this artist
"Nancy, Anello",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=26721,No Wikipedia Entry Available for this artist
Nancy 16th Century,https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=6694,No Wikipedia Entry Available for this artist
"Nankivell, Frank A.",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=29945,"Frank Arthur Nankivell (1869–1959) was an Australian artist and political cartoonist, known for his caricatures in publications such as Puck"
"Nansen, Peter",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=22835,"Peter Nansen (20 January 1861 - 31 July 1918) was a Danish novelist, journalist, and publisher.
He is best known as the author of the novels Julie's Diary, Marie, and God's Peace, which together constitute Love's Trilogy. Marie in particular became in short order very highly esteemed, and Pierre Bonnard's illustrations (which appeared in 1897 in La Revue Blanche) for the novel were much admired by Renoir. An English translation of Love's Trilogy by Julia Le Gallienne (the second wife of Richard Le Gallienne) appeared in 1908.
He was born in Copenhagen and worked for two decades for the publishing house Gyldendal. It was in his capacity as an editor at Gyldendal that he famously told Sigrid Undset not to attempt to write any more historical novels because she had ""no talent for it"".His second wife was the actress Betty Nansen. He died in 1918 in Mariager, a small town in central Denmark.
He is generally regarded as having been very much influenced by the critic Georg Brandes."
"Nanteuil, Célestin",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=2660,"Célestin-François Nanteuil-Lebœuf, known as Célestin Nanteuil, (11 July 1813 – 6 September 1873) was a French painter, engraver and illustrator closely tied to the Romantic movement in France. He was born in Rome of French parents who were part of Joseph Bonaparte's entourage. Nanteuil entered the École des Beaux-Arts in 1827, where he studied under Eustache-Hyacinthe Langlois, and then worked in the studio of Dominique Ingres. In 1848, he was made Director of Académie des beaux-arts and later became the curator of the Musée des beaux-arts in Dijon. He died in Bourron-Marlotte at the age of 60. His elder brother, Charles-François, was a noted sculptor who won the Prix de Rome in 1817."
"Nanteuil, Robert",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=2659,"Robert Nanteuil (1623 or 1630–1678) was a French portrait artist : engraver, draughtsman and pastellist to the court of Louis XIV"
"Nanteuil-Leboeuf, Celestin Francois",https://web.archive.org/web/20121007172944/http://www.nga.gov/cgi-bin/tsearch?artistid=2660,No Wikipedia Entry Available for this artist
"Oakley, Thornton",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=33847,"Thornton Oakley (March 27, 1881 – April 4, 1953) was an American artist and illustrator."
"Oakley, Violet",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5749,"Violet Oakley (June 10, 1874 – February 25, 1961) was an American artist. She was the first American woman to receive a public mural commission. During the first quarter of the twentieth century, she was renowned as a pathbreaker in mural decoration, a field that had been exclusively practiced by men. Oakley excelled at murals and stained glass designs that addressed themes from history and literature in Renaissance-revival styles."
"O'Bergh, Carl",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=7908,No Wikipedia Entry Available for this artist
"Oberhoff, Ernst",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5113,No Wikipedia Entry Available for this artist
"O'Brien, Edward",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=2667,No Wikipedia Entry Available for this artist
"Obsequens, Julius",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=7122,"Julius Obsequens was a Roman writer who is believed to have lived in the middle of the 4th century AD. The only work associated with his name is the Liber de prodigiis (Book of Prodigies), completely extracted from an epitome, or abridgment, written by Livy; De prodigiis was constructed as an account of the wonders and portents that occurred in Rome between 249 BC-12 BC.
The work was first printed by the Venetian humanist, Aldus Manutius, in 1508, after a manuscript belonging to Jodocus of Verona (now lost).  Of great importance was the edition by the Basle humanist Conrad Lycosthenes (1552), trying to reconstruct lost parts and illustrating the text with wood-cuts. Later editions were printed by Johannes Schefferus (Amsterdam, 1679), F. Oudendorp (Leiden, 1720) and O. Jahn (1853, with the periochae of Livy).
An aspect of Obsequens' work that has inspired much interest in some circles is that references are made to things moving through the sky. These have been interpreted as reports of unidentified flying objects (UFOs), but may just as well describe meteors, and, since Obsequens, probably, writes in the 4th century, that is, some 400 years after the events he describes, they hardly qualify as eye-witness accounts.

For the year 100 BC, for example, Obsequens writes:

""Fax ardens Tarquiniis late visa subito lapsu cadens. Sub occasu solis orbis clipei similis ab occidente ad orientem visus perferri.""
""When C. Murius and L. Valerius were consuls, in Tarquinia towards sunset, a round object, like a globe, a round or circular shield, took its path in the sky from west to east.""For the year 91 BC, he reports that:

""At Aenariae, while Livius Troso was promulgating the laws at the beginning of the Italian war, at sunrise, there came a terrific noise in the sky, and a globe of fire appeared burning in the north. In the territory of Spoletum, a globe of fire, of golden color, fell to the earth gyrating. It then seemed to increase in size, rose from the earth and ascended into the sky, where it obscured the sun with its brilliance. It revolved toward the eastern quadrant of the sky.""Finally, Obsequens provided another example of this phenomenon for the year 42 BC, stating simply that:

""something like a sort of weapon, or missile, rose with a great noise from the earth and soared into the sky."""
"O'Callahan, Kevin B.",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=33848,No Wikipedia Entry Available for this artist
"Ocampo, Miguel",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=6586,No Wikipedia Entry Available for this artist
"Ochikubo, Tetsuo",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5114,"Tetsuo Ochikubo (1923–1975), also known as Bob Ochikubo, was a Japanese-American painter, sculpture, and printmaker who was born in Waipahu, Hawaii, Honolulu county, Hawaii.  During the Second World War, he served with the 100th Battalion of the 442nd Regimental Combat Team.  After being discharged from the Army, he studied painting and design at the School of the Art Institute of Chicago and at the Art Students League of New York. In 1953, he spent a year in Japan, studying traditional brush painting and connecting with his ancestry.  He worked at Tamarind Institute in the 1960s and is best known for his entirely abstract paintings and lithographs.  Along with Satoru Abe, Bumpei Akaji, Edmund Chung, Jerry T. Okimoto, James Park, and Tadashi Sato, Tetsuo Ochikubo was a member of the Metcalf Chateau, a group of seven Asian-American artists with ties to Honolulu.  Ochikubo died in Kawaihae, Hawaii in 1975.
Tetsuo Ochikubo's comments on art.
""My ultimate purpose in painting is to be an artist of substance and consequence; to understand and to be understood. I am confident in my work and have progressed, sometimes painfully, surely but slowly.
I can think of nothing finer than to achieve a personality of minimum weakness, to be able to understand life in its thousands of facets, to eliminate arbitrary and contrary truth, to have the function and command of beauty at the tip of my brush. In every way, painting is the medium for achieving my ultimate purpose.
My world is unique. I understand many facets of both East and West. If this area is truly manifest, it is a genuine universal art.
I use symbols, non-symbols, and nature to achieve my artistic objectives. While creating, I express only the affection of my subconscious feeling.
Why do I paint the way I paint? This is the old question for which there is no direct answer. For example, one master said to another, 'I play with six lions.' The other replied, 'I play with one lion.' My art is for myself and no more.
To sit and contemplate is only for fools. As an artist, you must have the plastic proof.
If you want to learn to paint, go out and talk to the trees. If you do not understand her, nature can be a hole out of which there is no escape.
If consistency signifies growth and knowledge, it can also be the oppressor of creativity.""

These were the words of Tetsuo Ochikubo, edited by Dr. Laurence Schmeckebier, who was the Dean of the School of Art, Syracuse University.
""In the olden days, if you were going to be an artist you would starve; so my mother didn't want me to be a fine artist. [After the war] I worked as a commercial artist; then I went to Chicago and New York to study fine art. I painted every day, about sixteen hours a day. My wife worked, and so I didn't. As weeks went by I would put less time into my painting because I would get exhausted; so I thought I would do something physical to relax my mind. I started to do carpentry work -- fixing furniture -- [and then turned to printmaking].
An artist should do everything he wants to do. When he gets up in the morning and says, ""I want to do a sculpture!"" he should be able to go out and do a sculpture. Next morning he can say, ""I don't want to do sculpture, I want to print,"" and then be able to do printing.
I don't classify myself as an abstract artist. If the feeling is abstract, then yes, I am painting abstract -- the feeling and the subconscious emotions are slowing pushed out. Whenever I have an idea, I put it down on paper. I see rocks and tree formations. I get a lot of ideas from nature.
I enjoy printmaking, but it's all physical labor once the design is made, and then I don't have any pleasure in it. My favorite way of printmaking is lithography, somethings combined with etching. Black-and-white is one thing, but with color graphs. you can cut out shapes and put them together like a jigsaw puzzle.
I feel I understand the East and the West. Now my influence is very Oriental. I am very inclined to Oriental philosophy.""
This interview was recorded by Francis Haar, only a few months before the artist's death on October 26, 1975. The transcript of the taped interview was edited by the artists widow, Jeanie Ochikubo, and printed in the book Artists of Hawaii, Volume 2."
"O'Connell, Friederike Emilie Auguste",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5115,No Wikipedia Entry Available for this artist
"O'Connor, Thom",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5856,No Wikipedia Entry Available for this artist
"O'Connor, Thomas",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=7909,No Wikipedia Entry Available for this artist
"Odazzi, Giovanni",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=36738,"Giovanni Odazzi (1663 – 6 June 1731) was an Italian painter and etcher of the Baroque period, active mainly in Rome."
"Odle, Dorothy",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=16985,No Wikipedia Entry Available for this artist
"O'Doherty, Brian",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=10140,"Brian O'Doherty (born May 1928 in Ballaghaderreen, County Roscommon, Ireland) is an Irish art critic, writer, artist, and academic. He has lived in New York City for more than 50 years. He has used a number of alter egos, including Patrick Ireland."
"O'Donnell, Hugh",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=11347,No Wikipedia Entry Available for this artist
"Oeben, Jean-François",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=2323,"Jean-François Oeben, or Johann Franz Oeben (9 October 1721
Heinsberg near Aachen – Paris 21 January 1763) was a French ébéniste (cabinetmaker) whose career was spent in Paris. He was the maternal grandfather of the painter Eugène Delacroix."
"Oehler, Christoph",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5116,No Wikipedia Entry Available for this artist
"Oehme, Ernst Ferdinand",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=28275,No Wikipedia Entry Available for this artist
"Oeser, Adam Friedrich",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=14752,No Wikipedia Entry Available for this artist
"Oesterley, Carl",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=31166,Carl Wilhelm Friedrich Oesterley (22 June 1805 – 29 March 1891) was a German painter and art historian. He is remembered largely for creating oil paintings with Biblical themes.
"Offin, Charles Z.",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5117,No Wikipedia Entry Available for this artist
"Ofili, Chris",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=36003,"Christopher Ofili,  (born 10 October 1968) is a British Turner Prize-winning painter who is best known for his paintings incorporating elephant dung. He was one of the Young British Artists. Since 2005, Ofili has been living and working in Trinidad and Tobago, where he currently resides in Port of Spain. He also lives and works in London and Brooklyn."
"O'Hanlon, Ann",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=34254,"Ann Louise Rice O'Hanlon (June 21, 1908 – 1998) was a 20th-century American visual artist who painted murals. O'Hanlon is best known for a fresco painted on the wall of Memorial Hall at the University of Kentucky in 1934 for the Treasury Relief Art Project. The fresco depicts the history of central Kentucky from the time of settlement through the 19th Century. The fresco has repeatedly attracted negative attention for its romanticized depiction of African American slaves. In November 2015 the President of the University of Kentucky, Eli Capilouto, had the wall shrouded until the university community comes to a permanent decision about how to deal with the fresco."
"O'Hara, Frank",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=21160,"Francis Russell ""Frank"" O'Hara (March 27, 1926 – July 25, 1966) was an American writer, poet and art critic.  Because of his employment as a curator at the Museum of Modern Art, O'Hara became prominent in New York City's art world.  O'Hara is regarded as a leading figure in the New York School—an informal group of artists, writers and musicians who drew inspiration from jazz, surrealism, abstract expressionism, action painting and contemporary avant-garde art movements.
O'Hara's poetry is personal in tone and content, and has been described as sounding ""like entries in a diary"". Poet and critic Mark Doty has said O'Hara's poetry is ""urbane, ironic, sometimes genuinely celebratory and often wildly funny"" containing ""material and associations alien to academic verse"" such as ""the camp icons of movie stars of the twenties and thirties, the daily landscape of social activity in Manhattan, jazz music, telephone calls from friends"". O'Hara's writing sought to capture in his poetry the immediacy of life, feeling that poetry should be ""between two persons instead of two pages.""The Collected Poems of Frank O'Hara edited by Donald Allen (Knopf, 1971), the first of several posthumous collections, shared the 1972 National Book Award for Poetry."
"O'Hara, Frederick",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5119,No Wikipedia Entry Available for this artist
"O'Hara, James Frederick",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5119,No Wikipedia Entry Available for this artist
"O'Hara, Morgan",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=26223,"Morgan O'Hara (born 1941) is a Los Angeles-based conceptual artist who works in performative drawing (Live Transmission) and social practice. She is the recipient of fellowships from the Pollock-Krasner Foundation, Gottlieb Foundation, and Foundation for Contemporary Arts, among others. She is the recipient of the Pollock-Krasner Foundation's Lee Krasner Award, which recognizes lifetime artistic achievement. Her work is represented in public collections, including the National Gallery of Art, Washington, DC; the Hammer Museum, Los Angeles, California; the British Museum, London, UK; the Metropolitan Museum of Art, New York, NY; Kupferstichkabinett Berlin, Germany; Stedelijk Museum, Amsterdam; Cranbrook Art Museum, Detroit, Michigan; the Arkansas Arts Center, Little Rock, Arkansas; Weatherspoon Gallery, Greensboro, North Carolina; the Hood Museum of Art, Hanover, New Hampshire; the Czech National Gallery, Prague; Moravska Galerie, Brno, Czech Republic; and Macau Art Museum, Macau, China. Her permanent site-specific wall drawings can be found in Macau, China (2);  Kobe, Japan (9), and Amsterdam, the Netherlands. Publications include seven volumes of LIVE TRANSMISSION drawings."
"O'Hara, Tom",https://web.archive.org/web/20121007172952/http://www.nga.gov/cgi-bin/tsearch?artistid=5120,"Tom O'Hara (born 27 May 1942) is a former middle distance runner from the United States. He was the first native of the state of Illinois to break the four-minute barrier for the mile run when he ran 3:59.4 in 1963. He also held the world record for fastest mile in indoor track, which was set when he ran 3:56.6 on February 13, 1964. He beat that record on March 6 of the same year with a time of 3:56.4, a world record that stood for fourteen years.
At St. Ignatius College Prep High School, in Chicago, Illinois, O'Hara was a star runner on the school's cross country and track and field teams, often running—and winning—the quarter mile, half mile, mile, and mile relay in a single meet. He was a member of the Loyola University Chicago track, cross country, and indoor track teams. He was the individual champion of NCAA Division I men's cross country in 1962, and he participated in the 1500 m at the 1964 Summer Olympics, where he qualified for the semi-finals of the 1500 metres."
"P., Meyer",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=30966,No Wikipedia Entry Available for this artist
"Pach, Walter",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=25887,"Walter Pach (July 1, 1883 – November 27, 1958) was an artist, critic, lecturer, art adviser, and art historian who wrote extensively about modern art and championed its cause. Through his numerous books, articles, and translations of European art texts Pach brought the emerging modernist viewpoint to the American public.He organized exhibitions of contemporary art for New York City galleries of the period. He was also extremely helpful to Arthur B. Davies, president of the landmark exhibition of 1913, the ""International Exhibition of Modern Art,"" known as the Armory Show, as well as to one of its founders Walt Kuhn, by bringing together leading contemporary European and American artists. Another original founder Jerome Myers spent over a year supervising the American portion of the show.
Pach helped John Quinn and Walter Arensberg gather their collections. He also secured individual works for museums, such as a portrait by Thomas Eakins for the Louvre, and Jacques-Louis David's The Death of Socrates for the Metropolitan Museum of Art.
Pach's fluency in French, German, and Spanish made it possible for him to understand and interpret the avant-garde ideas developing in Europe and translate them for the English-speaking audience. He was able to communicate personally with many noted artists in Europe and Mexico and mediate between gallery dealers and museum curators on their behalf. His correspondence with major figures in 20th-century art are an important source of information, not only about the artists but about the art world during the first half of the 20th century."
"Pachl, Delmar",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=33860,No Wikipedia Entry Available for this artist
Pacino di Bonaguida,https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=4675,No Wikipedia Entry Available for this artist
"Packard, Emmy Lou",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=34257,"Emmy Lou Packard also known as Betty Lou Packard (1914–1998) was a Californian post-war artist known for painting, printmaking and murals."
"Pacovská, Kvetá",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=24811,No Wikipedia Entry Available for this artist
"Padgett, Ron",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=17588,"Ron Padgett (born June 17, 1942, Tulsa, Oklahoma) is an American poet, essayist, fiction writer, translator, and a member of the New York School.  Bean Spasms, Padgett's first collection of poems, was published in 1967 and written with Ted Berrigan. He won a 2009 Shelley Memorial Award. In 2018, he won a Frost Medal from the Poetry Society of America."
Paduan 14th Century,https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=30624,No Wikipedia Entry Available for this artist
Paduan 15th Century,https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=8301,No Wikipedia Entry Available for this artist
Paduan 16th Century,https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=8318,No Wikipedia Entry Available for this artist
"Paemel, Jules van",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=34893,No Wikipedia Entry Available for this artist
"Paeschke, Paul",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=26450,No Wikipedia Entry Available for this artist
"Pagani, Matteo",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=2103,No Wikipedia Entry Available for this artist
"Pagano, Matteo",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=2103,No Wikipedia Entry Available for this artist
"Pagano, Matteo, called Matteo della Fede",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=2103,No Wikipedia Entry Available for this artist
"Page, George",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=15430,No Wikipedia Entry Available for this artist
"Page, Marian",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=7921,No Wikipedia Entry Available for this artist
"Paggi, Giovanni Battista",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=28426,No Wikipedia Entry Available for this artist
"Paik, Nam June",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=5145,No Wikipedia Entry Available for this artist
"Pain, James",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=22267,"James Pain (1779–1877) was born into a family of English architects.  His grandfather was William Pain, his father James Pain and his brother George Richard Pain. James Pain served as an apprentice to the architect John Nash of London.  James and George Richard were commissioned by the Board of First Fruits to design churches and glebe houses in Ireland. In 1833, James Pain became one of the four principal architects of the Board of Ecclesiastical Commissioners. He settled in Limerick, Ireland. Many of his designs were produced in collaboration with his brother George Richard who practised in Cork.

"
"Pain, William",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=11619,"Brigadier-General Sir George William Hacket Pain, KBE, CB (5 February 1855 – 14 February 1924) was a British Army officer and Royal Irish Constabulary commissioner. He played a key part in setting up the Ulster Volunteers as a unionist militia during the Home Rule crisis of 1912, and was believed to have organised gun-running. At the outbreak of the First World War he served in command of a Brigade of the Ulster Division and commanding British forces in the north of Ireland. He served briefly as a Unionist Member of Parliament."
"Paine, James",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=11618,No Wikipedia Entry Available for this artist
"Paine, Jean",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=5198,No Wikipedia Entry Available for this artist
